row_id,timestamp_cst,gauge_id,raw_strain_microstrain,baseline_offset_microstrain,corrected_strain_microstrain,temperature_c,vibration_mm_s,quality_flag
F00331,2027-02-02 06:50,G3,-23.2,-1,-22.2,-13.7,0.18,OK
F00332,2027-02-02 06:50,G4,-19.7,0,-19.7,-13.7,0.18,OK
F00333,2027-02-02 06:50,G5,-24.9,2,-26.9,-13.7,0.22,OK
F00334,2027-02-02 06:50,G6,162.1,187,-24.9,-13.7,0.23,OK
F00335,2027-02-02 06:50,G7,-25.5,-2,-23.5,-13.7,0.19,OK
F00336,2027-02-02 06:50,G8,-27.4,0,-27.4,-13.7,0.18,OK
F00337,2027-02-02 07:00,G1,25.9,0,25.9,-13.8,1.09,OK
F00338,2027-02-02 07:00,G2,28.1,1,27.1,-13.8,1.10,OK
F00339,2027-02-02 07:00,G3,36.1,-1,37.1,-13.8,1.12,OK
F00340,2027-02-02 07:00,G4,54.4,0,54.4,-13.8,1.11,OK
F00341,2027-02-02 07:00,G5,73.1,2,71.1,-13.8,1.09,OK
F00342,2027-02-02 07:00,G6,268.7,187,81.7,-13.8,1.14,OK
F00343,2027-02-02 07:00,G7,36.5,-2,38.5,-13.8,1.09,OK
F00344,2027-02-02 07:00,G8,18.3,0,18.3,-13.8,1.14,OK
F00345,2027-02-02 07:10,G1,-18.5,0,-18.5,-13.9,0.21,OK
F00346,2027-02-02 07:10,G2,-18.5,1,-19.5,-13.9,0.18,OK
F00347,2027-02-02 07:10,G3,-25.4,-1,-24.4,-13.9,0.20,OK
F00348,2027-02-02 07:10,G4,-19.5,0,-19.5,-13.9,0.19,OK
F00349,2027-02-02 07:10,G5,-24.9,2,-26.9,-13.9,0.21,OK
F00350,2027-02-02 07:10,G6,165.0,187,-22.0,-13.9,0.23,OK
F00351,2027-02-02 07:10,G7,-26.0,-2,-24.0,-13.9,0.23,OK
F00352,2027-02-02 07:10,G8,-25.4,0,-25.4,-13.9,0.20,OK
F00353,2027-02-02 07:20,G1,3.9,0,3.9,-13.9,0.69,OK
F00354,2027-02-02 07:20,G2,8.9,1,7.9,-13.9,0.69,OK
F00355,2027-02-02 07:20,G3,7.8,-1,8.8,-13.9,0.64,OK
F00356,2027-02-02 07:20,G4,19.5,0,19.5,-13.9,0.68,OK
F00357,2027-02-02 07:20,G5,21.0,2,19.0,-13.9,0.64,OK
F00358,2027-02-02 07:20,G6,216.2,187,29.2,-13.9,0.64,OK
F00359,2027-02-02 07:20,G7,6.8,-2,8.8,-13.9,0.69,OK
F00360,2027-02-02 07:20,G8,-7.4,0,-7.4,-13.9,0.65,OK
F00361,2027-02-02 07:30,G1,-22.7,0,-22.7,-13.9,0.20,OK
F00362,2027-02-02 07:30,G2,-18.5,1,-19.5,-13.9,0.18,OK
F00363,2027-02-02 07:30,G3,-21.7,-1,-20.7,-13.9,0.20,OK
F00364,2027-02-02 07:30,G4,-18.4,0,-18.4,-13.9,0.21,OK
F00365,2027-02-02 07:30,G5,-19.5,2,-21.5,-13.9,0.23,OK
F00366,2027-02-02 07:30,G6,158.3,187,-28.7,-13.9,0.18,OK
F00367,2027-02-02 07:30,G7,-31.7,-2,-29.7,-13.9,0.17,OK
F00368,2027-02-02 07:30,G8,-25.9,0,-25.9,-13.9,0.20,OK
F00369,2027-02-02 07:40,G1,9.4,0,9.4,-14.0,0.87,OK
F00370,2027-02-02 07:40,G2,18.9,1,17.9,-14.0,0.84,OK
F00371,2027-02-02 07:40,G3,22.6,-1,23.6,-14.0,0.82,OK
F00372,2027-02-02 07:40,G4,27.8,0,27.8,-14.0,0.88,OK
F00373,2027-02-02 07:40,G5,46.7,2,44.7,-14.0,0.88,OK
F00374,2027-02-02 07:40,G6,239.8,187,52.8,-14.0,0.84,OK
F00375,2027-02-02 07:40,G7,16.4,-2,18.4,-14.0,0.86,OK
F00376,2027-02-02 07:40,G8,6.5,0,6.5,-14.0,0.85,OK
F00377,2027-02-02 07:50,G1,-23.5,0,-23.5,-14.0,0.21,OK
F00378,2027-02-02 07:50,G2,-16.1,1,-17.1,-14.0,0.23,OK
F00379,2027-02-02 07:50,G3,-22.2,-1,-21.2,-14.0,0.19,OK
F00380,2027-02-02 07:50,G4,-25.6,0,-25.6,-14.0,0.20,OK
F00381,2027-02-02 07:50,G5,-22.4,2,-24.4,-14.0,0.19,OK
F00382,2027-02-02 07:50,G6,166.9,187,-20.1,-14.0,0.18,OK
F00383,2027-02-02 07:50,G7,-23.2,-2,-21.2,-14.0,0.21,OK
F00384,2027-02-02 07:50,G8,-28.0,0,-28.0,-14.0,0.22,OK
F00385,2027-02-02 08:00,G1,-2.9,0,-2.9,-14.0,0.52,OK
F00386,2027-02-02 08:00,G2,0.9,1,-0.1,-14.0,0.53,OK
F00387,2027-02-02 08:00,G3,1.1,-1,2.1,-14.0,0.58,OK
F00388,2027-02-02 08:00,G4,5.5,0,5.5,-14.0,0.54,OK
F00389,2027-02-02 08:00,G5,9.7,2,7.7,-14.0,0.59,OK
F00390,2027-02-02 08:00,G6,199.4,187,12.4,-14.0,0.56,OK
F00391,2027-02-02 08:00,G7,-1.0,-2,1.0,-14.0,0.55,OK
F00392,2027-02-02 08:00,G8,-8.8,0,-8.8,-14.0,0.56,OK
F00393,2027-02-02 08:10,G1,-22.8,0,-22.8,-14.0,0.17,OK
F00394,2027-02-02 08:10,G2,-21.3,1,-22.3,-14.0,0.21,OK
F00395,2027-02-02 08:10,G3,-25.9,-1,-24.9,-14.0,0.19,OK
F00396,2027-02-02 08:10,G4,-21.7,0,-21.7,-14.0,0.23,OK
F00397,2027-02-02 08:10,G5,-23.2,2,-25.2,-14.0,0.19,OK
F00398,2027-02-02 08:10,G6,161.2,187,-25.8,-14.0,0.20,OK
F00399,2027-02-02 08:10,G7,-32.0,-2,-30.0,-14.0,0.17,OK
F00400,2027-02-02 08:10,G8,-24.7,0,-24.7,-14.0,0.17,OK
F00401,2027-02-02 08:20,G1,0.4,0,0.4,-14.0,0.75,OK
F00402,2027-02-02 08:20,G2,14.4,1,13.4,-14.0,0.72,OK
F00403,2027-02-02 08:20,G3,13.6,-1,14.6,-14.0,0.75,OK
F00404,2027-02-02 08:20,G4,17.9,0,17.9,-14.0,0.76,OK
F00405,2027-02-02 08:20,G5,27.6,2,25.6,-14.0,0.70,OK
F00406,2027-02-02 08:20,G6,225.5,187,38.5,-14.0,0.70,OK
F00407,2027-02-02 08:20,G7,12.9,-2,14.9,-14.0,0.70,OK
F00408,2027-02-02 08:20,G8,2.1,0,2.1,-14.0,0.77,OK
F00409,2027-02-02 08:30,G1,-15.5,0,-15.5,-13.9,0.19,OK
F00410,2027-02-02 08:30,G2,-15.9,1,-16.9,-13.9,0.20,OK
F00411,2027-02-02 08:30,G3,-18.1,-1,-17.1,-13.9,0.16,OK
F00412,2027-02-02 08:30,G4,-19.1,0,-19.1,-13.9,0.20,OK
F00413,2027-02-02 08:30,G5,-24.2,2,-26.2,-13.9,0.17,OK
F00414,2027-02-02 08:30,G6,160.8,187,-26.2,-13.9,0.17,OK
F00415,2027-02-02 08:30,G7,-24.6,-2,-22.6,-13.9,0.17,OK
F00416,2027-02-02 08:30,G8,-22.6,0,-22.6,-13.9,0.19,OK
F00417,2027-02-02 08:40,G1,15.4,0,15.4,-13.9,0.87,OK
F00418,2027-02-02 08:40,G2,16.2,1,15.2,-13.9,0.92,OK
F00419,2027-02-02 08:40,G3,24.8,-1,25.8,-13.9,0.89,OK
F00420,2027-02-02 08:40,G4,35.8,0,35.8,-13.9,0.91,OK
F00421,2027-02-02 08:40,G5,46.1,2,44.1,-13.9,0.89,OK
F00422,2027-02-02 08:40,G6,241.9,187,54.9,-13.9,0.88,OK
F00423,2027-02-02 08:40,G7,25.4,-2,27.4,-13.9,0.89,OK
F00424,2027-02-02 08:40,G8,4.9,0,4.9,-13.9,0.94,OK
F00425,2027-02-02 08:50,G1,-20.9,0,-20.9,-13.9,0.17,OK
F00426,2027-02-02 08:50,G2,-14.7,1,-15.7,-13.9,0.17,OK
F00427,2027-02-02 08:50,G3,-22.8,-1,-21.8,-13.9,0.21,OK
F00428,2027-02-02 08:50,G4,-25.4,0,-25.4,-13.9,0.17,OK
F00429,2027-02-02 08:50,G5,-24.2,2,-26.2,-13.9,0.22,OK
F00430,2027-02-02 08:50,G6,164.9,187,-22.1,-13.9,0.20,OK
F00431,2027-02-02 08:50,G7,-24.3,-2,-22.3,-13.9,0.20,OK
F00432,2027-02-02 08:50,G8,-27.4,0,-27.4,-13.9,0.24,OK
F00433,2027-02-02 09:00,G1,-0.1,0,-0.1,-13.8,0.60,OK
F00434,2027-02-02 09:00,G2,7.9,1,6.9,-13.8,0.64,OK
F00435,2027-02-02 09:00,G3,2.7,-1,3.7,-13.8,0.61,OK
F00436,2027-02-02 09:00,G4,16.7,0,16.7,-13.8,0.64,OK
F00437,2027-02-02 09:00,G5,21.0,2,19.0,-13.8,0.58,OK
F00438,2027-02-02 09:00,G6,212.7,187,25.7,-13.8,0.60,OK
F00439,2027-02-02 09:00,G7,2.6,-2,4.6,-13.8,0.59,OK
F00440,2027-02-02 09:00,G8,-5.6,0,-5.6,-13.8,0.61,OK
F00441,2027-02-02 09:10,G1,-22.6,0,-22.6,-13.7,0.23,OK
F00442,2027-02-02 09:10,G2,-17.5,1,-18.5,-13.7,0.19,OK
F00443,2027-02-02 09:10,G3,-21.7,-1,-20.7,-13.7,0.16,OK
F00444,2027-02-02 09:10,G4,-25.2,0,-25.2,-13.7,0.17,OK
F00445,2027-02-02 09:10,G5,-23.9,2,-25.9,-13.7,0.22,OK
F00446,2027-02-02 09:10,G6,164.6,187,-22.4,-13.7,0.20,OK
F00447,2027-02-02 09:10,G7,-25.8,-2,-23.8,-13.7,0.18,OK
F00448,2027-02-02 09:10,G8,-26.3,0,-26.3,-13.7,0.22,OK
F00449,2027-02-02 09:20,G1,3.1,0,3.1,-13.6,0.83,OK
F00450,2027-02-02 09:20,G2,10.6,1,9.6,-13.6,0.76,OK
F00451,2027-02-02 09:20,G3,20.1,-1,21.1,-13.6,0.82,OK
F00452,2027-02-02 09:20,G4,25.4,0,25.4,-13.6,0.81,OK
F00453,2027-02-02 09:20,G5,38.4,2,36.4,-13.6,0.77,OK
F00454,2027-02-02 09:20,G6,230.5,187,43.5,-13.6,0.76,OK
F00455,2027-02-02 09:20,G7,20.8,-2,22.8,-13.6,0.80,OK
F00456,2027-02-02 09:20,G8,4.8,0,4.8,-13.6,0.77,OK
F00457,2027-02-02 09:30,G1,-20.6,0,-20.6,-13.5,0.24,OK
F00458,2027-02-02 09:30,G2,-19.8,1,-20.8,-13.5,0.24,OK
F00459,2027-02-02 09:30,G3,-19.6,-1,-18.6,-13.5,0.20,OK
F00460,2027-02-02 09:30,G4,-22.1,0,-22.1,-13.5,0.19,OK
F00461,2027-02-02 09:30,G5,-18.9,2,-20.9,-13.5,0.17,OK
F00462,2027-02-02 09:30,G6,167.5,187,-19.5,-13.5,0.20,OK
F00463,2027-02-02 09:30,G7,-27.0,-2,-25.0,-13.5,0.18,OK
F00464,2027-02-02 09:30,G8,-23.3,0,-23.3,-13.5,0.17,OK
F00465,2027-02-02 09:40,G1,17.6,0,17.6,-13.4,1.00,OK
F00466,2027-02-02 09:40,G2,23.7,1,22.7,-13.4,0.98,OK
F00467,2027-02-02 09:40,G3,28.5,-1,29.5,-13.4,1.00,OK
F00468,2027-02-02 09:40,G4,40.7,0,40.7,-13.4,0.93,OK
F00469,2027-02-02 09:40,G5,55.8,2,53.8,-13.4,0.96,OK
F00470,2027-02-02 09:40,G6,255.3,187,68.3,-13.4,0.96,OK
F00471,2027-02-02 09:40,G7,32.7,-2,34.7,-13.4,1.00,OK
F00472,2027-02-02 09:40,G8,10.0,0,10.0,-13.4,0.96,OK
F00473,2027-02-02 09:50,G1,-16.1,0,-16.1,-13.3,0.18,OK
F00474,2027-02-02 09:50,G2,-14.5,1,-15.5,-13.3,0.24,OK
F00475,2027-02-02 09:50,G3,-22.0,-1,-21.0,-13.3,0.17,OK
F00476,2027-02-02 09:50,G4,-16.8,0,-16.8,-13.3,0.24,OK
F00477,2027-02-02 09:50,G5,-15.8,2,-17.8,-13.3,0.17,OK
F00478,2027-02-02 09:50,G6,163.6,187,-23.4,-13.3,0.17,OK
F00479,2027-02-02 09:50,G7,-21.3,-2,-19.3,-13.3,0.20,OK
F00480,2027-02-02 09:50,G8,-24.9,0,-24.9,-13.3,0.16,OK
F00481,2027-02-02 10:00,G1,-0.6,0,-0.6,-13.2,0.65,OK
F00482,2027-02-02 10:00,G2,8.0,1,7.0,-13.2,0.65,OK
F00483,2027-02-02 10:00,G3,11.5,-1,12.5,-13.2,0.68,OK
F00484,2027-02-02 10:00,G4,22.7,0,22.7,-13.2,0.64,OK
F00485,2027-02-02 10:00,G5,25.1,2,23.1,-13.2,0.66,OK
F00486,2027-02-02 10:00,G6,216.5,187,29.5,-13.2,0.65,OK
F00487,2027-02-02 10:00,G7,12.7,-2,14.7,-13.2,0.65,OK
F00488,2027-02-02 10:00,G8,2.9,0,2.9,-13.2,0.71,OK
F00489,2027-02-02 10:10,G1,-15.6,0,-15.6,-13.1,0.19,OK
F00490,2027-02-02 10:10,G2,-17.1,1,-18.1,-13.1,0.23,OK
F00491,2027-02-02 10:10,G3,-22.8,-1,-21.8,-13.1,0.18,OK
F00492,2027-02-02 10:10,G4,-22.4,0,-22.4,-13.1,0.20,OK
F00493,2027-02-02 10:10,G5,-21.2,2,-23.2,-13.1,0.19,OK
F00494,2027-02-02 10:10,G6,165.8,187,-21.2,-13.1,0.22,OK
F00495,2027-02-02 10:10,G7,-27.0,-2,-25.0,-13.1,0.17,OK
F00496,2027-02-02 10:10,G8,-27.3,0,-27.3,-13.1,0.21,OK
F00497,2027-02-02 10:20,G1,11.6,0,11.6,-12.9,0.87,OK
F00498,2027-02-02 10:20,G2,22.9,1,21.9,-12.9,0.87,OK
F00499,2027-02-02 10:20,G3,23.6,-1,24.6,-12.9,0.89,OK
F00500,2027-02-02 10:20,G4,30.2,0,30.2,-12.9,0.88,OK
F00501,2027-02-02 10:20,G5,49.5,2,47.5,-12.9,0.89,OK
F00502,2027-02-02 10:20,G6,237.0,187,50.0,-12.9,0.84,OK
F00503,2027-02-02 10:20,G7,19.0,-2,21.0,-12.9,0.86,OK
F00504,2027-02-02 10:20,G8,11.6,0,11.6,-12.9,0.85,OK
F00505,2027-02-02 10:30,G1,-13.2,0,-13.2,-12.8,0.16,OK
F00506,2027-02-02 10:30,G2,-13.8,1,-14.8,-12.8,0.23,OK
F00507,2027-02-02 10:30,G3,-21.4,-1,-20.4,-12.8,0.23,OK
F00508,2027-02-02 10:30,G4,-23.7,0,-23.7,-12.8,0.16,OK
F00509,2027-02-02 10:30,G5,-20.0,2,-22.0,-12.8,0.18,OK
F00510,2027-02-02 10:30,G6,165.4,187,-21.6,-12.8,0.21,OK
F00511,2027-02-02 10:30,G7,-23.8,-2,-21.8,-12.8,0.20,OK
F00512,2027-02-02 10:30,G8,-26.3,0,-26.3,-12.8,0.20,OK
F00513,2027-02-02 10:40,G1,20.2,0,20.2,-12.6,1.02,OK
F00514,2027-02-02 10:40,G2,32.2,1,31.2,-12.6,1.03,OK
F00515,2027-02-02 10:40,G3,33.5,-1,34.5,-12.6,1.06,OK
F00516,2027-02-02 10:40,G4,48.9,0,48.9,-12.6,1.06,OK
F00517,2027-02-02 10:40,G5,63.1,2,61.1,-12.6,1.00,OK
F00518,2027-02-02 10:40,G6,260.8,187,73.8,-12.6,1.01,OK
F00519,2027-02-02 10:40,G7,38.2,-2,40.2,-12.6,1.05,OK
F00520,2027-02-02 10:40,G8,20.3,0,20.3,-12.6,1.06,OK
F00521,2027-02-02 10:50,G1,-13.3,0,-13.3,-12.4,0.19,OK
F00522,2027-02-02 10:50,G2,-12.2,1,-13.2,-12.4,0.21,OK
F00523,2027-02-02 10:50,G3,-17.2,-1,-16.2,-12.4,0.17,OK
F00524,2027-02-02 10:50,G4,-19.7,0,-19.7,-12.4,0.23,OK
F00525,2027-02-02 10:50,G5,-18.2,2,-20.2,-12.4,0.17,OK
F00526,2027-02-02 10:50,G6,167.7,187,-19.3,-12.4,0.21,OK
F00527,2027-02-02 10:50,G7,-25.1,-2,-23.1,-12.4,0.23,OK
F00528,2027-02-02 10:50,G8,-19.6,0,-19.6,-12.4,0.20,OK
F00529,2027-02-02 11:00,G1,5.7,0,5.7,-12.2,0.78,OK
F00530,2027-02-02 11:00,G2,10.8,1,9.8,-12.2,0.76,OK
F00531,2027-02-02 11:00,G3,13.9,-1,14.9,-12.2,0.72,OK
F00532,2027-02-02 11:00,G4,27.3,0,27.3,-12.2,0.75,OK
F00533,2027-02-02 11:00,G5,36.8,2,34.8,-12.2,0.73,OK
F00534,2027-02-02 11:00,G6,229.7,187,42.7,-12.2,0.76,OK
F00535,2027-02-02 11:00,G7,17.2,-2,19.2,-12.2,0.77,OK
F00536,2027-02-02 11:00,G8,5.8,0,5.8,-12.2,0.72,OK
F00537,2027-02-02 11:10,G1,-18.6,0,-18.6,-12.1,0.17,OK
F00538,2027-02-02 11:10,G2,-10.8,1,-11.8,-12.1,0.16,OK
F00539,2027-02-02 11:10,G3,-21.8,-1,-20.8,-12.1,0.23,OK
F00540,2027-02-02 11:10,G4,-13.8,0,-13.8,-12.1,0.16,OK
F00541,2027-02-02 11:10,G5,-15.2,2,-17.2,-12.1,0.22,OK
F00542,2027-02-02 11:10,G6,168.8,187,-18.2,-12.1,0.20,OK
F00543,2027-02-02 11:10,G7,-21.1,-2,-19.1,-12.1,0.19,OK
F00544,2027-02-02 11:10,G8,-22.0,0,-22.0,-12.1,0.21,OK
F00545,2027-02-02 11:20,G1,17.1,0,17.1,-11.9,0.92,OK
F00546,2027-02-02 11:20,G2,21.8,1,20.8,-11.9,0.95,OK
F00547,2027-02-02 11:20,G3,32.4,-1,33.4,-11.9,0.91,OK
F00548,2027-02-02 11:20,G4,43.5,0,43.5,-11.9,0.88,OK
F00549,2027-02-02 11:20,G5,52.3,2,50.3,-11.9,0.91,OK
F00550,2027-02-02 11:20,G6,250.1,187,63.1,-11.9,0.88,OK
F00551,2027-02-02 11:20,G7,35.3,-2,37.3,-11.9,0.93,OK
F00552,2027-02-02 11:20,G8,14.8,0,14.8,-11.9,0.92,OK
F00553,2027-02-02 11:30,G1,-13.3,0,-13.3,-11.7,0.20,OK
F00554,2027-02-02 11:30,G2,-10.2,1,-11.2,-11.7,0.23,OK
F00555,2027-02-02 11:30,G3,-14.5,-1,-13.5,-11.7,0.23,OK
F00556,2027-02-02 11:30,G4,-14.6,0,-14.6,-11.7,0.20,OK
F00557,2027-02-02 11:30,G5,-18.6,2,-20.6,-11.7,0.22,OK
F00558,2027-02-02 11:30,G6,167.2,187,-19.8,-11.7,0.18,OK
F00559,2027-02-02 11:30,G7,-25.3,-2,-23.3,-11.7,0.22,OK
F00560,2027-02-02 11:30,G8,-19.0,0,-19.0,-11.7,0.19,OK
F00561,2027-02-02 11:40,G1,22.4,0,22.4,-11.4,1.10,OK
F00562,2027-02-02 11:40,G2,32.2,1,31.2,-11.4,1.07,OK
F00563,2027-02-02 11:40,G3,42.3,-1,43.3,-11.4,1.10,OK
F00564,2027-02-02 11:40,G4,61.9,0,61.9,-11.4,1.10,OK
F00565,2027-02-02 11:40,G5,75.2,2,73.2,-11.4,1.08,OK
F00566,2027-02-02 11:40,G6,269.2,187,82.2,-11.4,1.11,OK
F00567,2027-02-02 11:40,G7,43.4,-2,45.4,-11.4,1.10,OK
F00568,2027-02-02 11:40,G8,22.4,0,22.4,-11.4,1.07,OK
F00569,2027-02-02 11:50,G1,-11.5,0,-11.5,-11.2,0.17,OK
F00570,2027-02-02 11:50,G2,-11.7,1,-12.7,-11.2,0.20,OK
F00571,2027-02-02 11:50,G3,-16.9,-1,-15.9,-11.2,0.22,OK
F00572,2027-02-02 11:50,G4,-13.5,0,-13.5,-11.2,0.23,OK
F00573,2027-02-02 11:50,G5,-15.1,2,-17.1,-11.2,0.19,OK
F00574,2027-02-02 11:50,G6,166.3,187,-20.7,-11.2,0.24,OK
F00575,2027-02-02 11:50,G7,-16.5,-2,-14.5,-11.2,0.16,OK
F00576,2027-02-02 11:50,G8,-16.3,0,-16.3,-11.2,0.18,OK
F00577,2027-02-02 12:00,G1,10.2,0,10.2,-11.0,0.78,OK
F00578,2027-02-02 12:00,G2,24.9,1,23.9,-11.0,0.82,OK
F00579,2027-02-02 12:00,G3,24.6,-1,25.6,-11.0,0.81,OK
F00580,2027-02-02 12:00,G4,33.5,0,33.5,-11.0,0.83,OK
F00581,2027-02-02 12:00,G5,46.9,2,44.9,-11.0,0.82,OK
F00582,2027-02-02 12:00,G6,241.1,187,54.1,-11.0,0.82,OK
F00583,2027-02-02 12:00,G7,26.3,-2,28.3,-11.0,0.83,OK
F00584,2027-02-02 12:00,G8,12.5,0,12.5,-11.0,0.78,OK
F00585,2027-02-02 12:10,G1,-13.6,0,-13.6,-10.8,0.24,OK
F00586,2027-02-02 12:10,G2,-13.3,1,-14.3,-10.8,0.19,OK
F00587,2027-02-02 12:10,G3,-12.0,-1,-11.0,-10.8,0.24,OK
F00588,2027-02-02 12:10,G4,-17.2,0,-17.2,-10.8,0.16,OK
F00589,2027-02-02 12:10,G5,-9.4,2,-11.4,-10.8,0.19,OK
F00590,2027-02-02 12:10,G6,168.4,187,-18.6,-10.8,0.19,OK
F00591,2027-02-02 12:10,G7,-19.3,-2,-17.3,-10.8,0.16,OK
F00592,2027-02-02 12:10,G8,-15.2,0,-15.2,-10.8,0.22,OK
F00593,2027-02-02 12:20,G1,26.1,0,26.1,-10.5,1.01,OK
F00594,2027-02-02 12:20,G2,33.1,1,32.1,-10.5,0.99,OK
F00595,2027-02-02 12:20,G3,33.7,-1,34.7,-10.5,0.97,OK
F00596,2027-02-02 12:20,G4,50.9,0,50.9,-10.5,0.99,OK
F00597,2027-02-02 12:20,G5,60.5,2,58.5,-10.5,0.94,OK
F00598,2027-02-02 12:20,G6,257.0,187,70.0,-10.5,0.95,OK
F00599,2027-02-02 12:20,G7,40.5,-2,42.5,-10.5,0.96,OK
F00600,2027-02-02 12:20,G8,24.0,0,24.0,-10.5,1.00,OK
F00601,2027-02-02 12:30,G1,-11.6,0,-11.6,-10.3,0.20,OK
F00602,2027-02-02 12:30,G2,-13.5,1,-14.5,-10.3,0.17,OK
F00603,2027-02-02 12:30,G3,-9.3,-1,-8.3,-10.3,0.18,OK
F00604,2027-02-02 12:30,G4,-9.2,0,-9.2,-10.3,0.17,OK
F00605,2027-02-02 12:30,G5,-10.2,2,-12.2,-10.3,0.20,OK
F00606,2027-02-02 12:30,G6,170.4,187,-16.6,-10.3,0.23,OK
F00607,2027-02-02 12:30,G7,-20.4,-2,-18.4,-10.3,0.20,OK
F00608,2027-02-02 12:30,G8,-18.5,0,-18.5,-10.3,0.19,OK
F00609,2027-02-02 12:40,G1,6.3,0,6.3,-10.1,0.50,OK
F00610,2027-02-02 12:40,G2,5.5,1,4.5,-10.1,0.49,OK
F00611,2027-02-02 12:40,G3,4.3,-1,5.3,-10.1,0.51,OK
F00612,2027-02-02 12:40,G4,9.9,0,9.9,-10.1,0.50,OK
F00613,2027-02-02 12:40,G5,22.5,2,20.5,-10.1,0.53,OK
F00614,2027-02-02 12:40,G6,210.1,187,23.1,-10.1,0.50,OK
F00615,2027-02-02 12:40,G7,9.2,-2,11.2,-10.1,0.49,OK
F00616,2027-02-02 12:40,G8,2.8,0,2.8,-10.1,0.53,OK
F00617,2027-02-02 12:50,G1,-13.1,0,-13.1,-9.8,0.22,OK
F00618,2027-02-02 12:50,G2,-9.9,1,-10.9,-9.8,0.21,OK
F00619,2027-02-02 12:50,G3,-13.6,-1,-12.6,-9.8,0.20,OK
F00620,2027-02-02 12:50,G4,-8.5,0,-8.5,-9.8,0.16,OK
F00621,2027-02-02 12:50,G5,-8.2,2,-10.2,-9.8,0.22,OK
F00622,2027-02-02 12:50,G6,174.0,187,-13.0,-9.8,0.20,OK
F00623,2027-02-02 12:50,G7,-19.2,-2,-17.2,-9.8,0.18,OK
F00624,2027-02-02 12:50,G8,-9.8,0,-9.8,-9.8,0.22,OK
F00625,2027-02-02 13:00,G1,20.8,0,20.8,-9.6,0.88,OK
F00626,2027-02-02 13:00,G2,26.0,1,25.0,-9.6,0.84,OK
F00627,2027-02-02 13:00,G3,34.0,-1,35.0,-9.6,0.83,OK
F00628,2027-02-02 13:00,G4,47.4,0,47.4,-9.6,0.84,OK
F00629,2027-02-02 13:00,G5,56.4,2,54.4,-9.6,0.89,OK
F00630,2027-02-02 13:00,G6,247.8,187,60.8,-9.6,0.84,OK
F00631,2027-02-02 13:00,G7,35.7,-2,37.7,-9.6,0.83,OK
F00632,2027-02-02 13:00,G8,16.6,0,16.6,-9.6,0.83,OK
F00633,2027-02-02 13:10,G1,-5.0,0,-5.0,-9.3,0.18,OK
F00634,2027-02-02 13:10,G2,-13.1,1,-14.1,-9.3,0.19,OK
F00635,2027-02-02 13:10,G3,-11.4,-1,-10.4,-9.3,0.19,OK
F00636,2027-02-02 13:10,G4,-11.8,0,-11.8,-9.3,0.17,OK
F00637,2027-02-02 13:10,G5,-10.1,2,-12.1,-9.3,0.24,OK
F00638,2027-02-02 13:10,G6,175.7,187,-11.3,-9.3,0.17,OK
F00639,2027-02-02 13:10,G7,-11.0,-2,-9.0,-9.3,0.20,OK
F00640,2027-02-02 13:10,G8,-14.5,0,-14.5,-9.3,0.17,OK
F00641,2027-02-02 13:20,G1,30.1,0,30.1,-9.0,1.07,OK
F00642,2027-02-02 13:20,G2,40.3,1,39.3,-9.0,1.00,OK
F00643,2027-02-02 13:20,G3,48.6,-1,49.6,-9.0,1.05,OK
F00644,2027-02-02 13:20,G4,63.4,0,63.4,-9.0,1.04,OK
F00645,2027-02-02 13:20,G5,74.6,2,72.6,-9.0,1.00,OK
F00646,2027-02-02 13:20,G6,271.5,187,84.5,-9.0,1.05,OK
F00647,2027-02-02 13:20,G7,48.9,-2,50.9,-9.0,1.02,OK
F00648,2027-02-02 13:20,G8,28.2,0,28.2,-9.0,1.05,OK
F00649,2027-02-02 13:30,G1,-10.3,0,-10.3,-8.8,0.21,OK
F00650,2027-02-02 13:30,G2,-7.7,1,-8.7,-8.8,0.17,OK
F00651,2027-02-02 13:30,G3,-13.1,-1,-12.1,-8.8,0.23,OK
F00652,2027-02-02 13:30,G4,-13.6,0,-13.6,-8.8,0.21,OK
F00653,2027-02-02 13:30,G5,-3.6,2,-5.6,-8.8,0.17,OK
F00654,2027-02-02 13:30,G6,172.6,187,-14.4,-8.8,0.23,OK
F00655,2027-02-02 13:30,G7,-10.6,-2,-8.6,-8.8,0.16,OK
F00656,2027-02-02 13:30,G8,-10.8,0,-10.8,-8.8,0.22,OK
F00657,2027-02-02 13:40,G1,9.2,0,9.2,-8.5,0.55,OK
F00658,2027-02-02 13:40,G2,10.1,1,9.1,-8.5,0.61,OK
F00659,2027-02-02 13:40,G3,17.0,-1,18.0,-8.5,0.60,OK
F00660,2027-02-02 13:40,G4,20.3,0,20.3,-8.5,0.62,OK
F00661,2027-02-02 13:40,G5,28.8,2,26.8,-8.5,0.58,OK
F00662,2027-02-02 13:40,G6,216.9,187,29.9,-8.5,0.57,OK
F00663,2027-02-02 13:40,G7,17.6,-2,19.6,-8.5,0.57,OK
F00664,2027-02-02 13:40,G8,8.2,0,8.2,-8.5,0.60,OK
F00665,2027-02-02 13:50,G1,-4.4,0,-4.4,-8.3,0.20,OK
F00666,2027-02-02 13:50,G2,-5.4,1,-6.4,-8.3,0.22,OK
F00667,2027-02-02 13:50,G3,-11.6,-1,-10.6,-8.3,0.23,OK
